AA-Triplet, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
2233, -1.66073, -1.9972, -1.66073, -1.1499, -0.0512926, -1.1499, -1.1499, 13.7642, -1.1499, -0.0512926, -0.74444, -0.0512926, -0.0512926, 13.7642, -0.0512926, -0.0512926, 13.7642, -0.0512926, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642, 13.7642
2234, -1.8765, -1.64289, -1.47104, -1.09634, -0.307885, -1.00103, -0.895671, -1.18335, 0.202941, -0.644357, -1.00103, -0.0847411, -0.307885, -0.490206, 15.1171, 0.608406, 0.608406, 1.30155, 15.1171, 1.30155, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171, 15.1171
2235, -1.46426, -0.994252, -0.0779612, -1.33072, -1.58204, -1.58204, -1.6874, -0.771108, -0.483426, -0.483426, -1.17657, -0.483426, 14.4307, -0.0779612, -0.0779612, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 0.615186, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307
2236, -1.18627, -1.03212, -1.38043, -1.11217, -1.38043, -1.49165, -0.849801, -1.18627, -0.156654, -0.338975, -0.338975, -0.338975, -0.338975, 1.45278, 15.2683, 15.2683, 1.45278, 1.45278, -0.626657, -1.03212, 15.2683, 1.45278, 1.45278, 1.45278, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683, 15.2683
2237, -1.34594, -1.91393, -1.64822, -1.50846, -0.997636, -1.22078, -0.997636, -0.304489, -0.45864, -1.15179, -0.122168, 1.48727, 0.388658, 0.794123, 1.48727, 15.3028, 0.794123, 1.48727, 1.48727, 0.388658, 15.3028, 15.3028, 0.794123, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028, 15.3028
2238, -2.20349, -2.02117, -0.817199, -0.411734, -1.6645, -0.411734, -1.51035, 14.0969, -1.51035, 14.0969, -0.411734, 14.0969, 0.281413, 14.0969, 0.281413, 0.281413, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969, 14.0969
2239, -1.67006, -1.72722, -1.60944, -1.83258, -1.03407, -0.446287, -0.628608, -1.13943, 1.16315, -0.446287, -1.03407, 0.0645387, -0.223143, 0.470004, 14.9787, 14.9787, 0.0645387, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787
2240, -1.70593, -1.84651, -1.34655, -1.37322, -1.47331, -0.91369, -1.10293, -1.13683, -1.06784, -0.680075, 0.0671394, 0.472604, 16.0799, 0.87807, 2.26436, 2.26436, 1.57122, 16.0799, 2.26436, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799, 16.0799
2241, -1.39747, -1.50283, -1.97283, -1.8393, -1.27968, -1.14615, -0.298855, 14.6153, -1.90829, 0.10661, 0.10661, 14.6153, 0.799757, 0.799757, 0.799757, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153, 14.6153
2242, -1.04982, -2.14843, -2.14843, -1.3375, -1.74297, -0.644356, -1.04982, -0.644356, 0.0487908, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 0.0487908, 0.0487908, 0.0487908, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643
2243, -1.4065, -1.58882, -1.4065, -1.8765, -1.8765, -0.895671, -0.490206, -0.490206, 14.0185, -1.18335, -0.490206, 14.0185, 0.202941, 14.0185, 14.0185, 0.202941, 14.0185, 14.0185, -0.490206, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185
2244, 0.0723213, -1.71944, -2.00712, -1.87359, -1.31397, -1.02629, -1.02629, -1.02629, -1.31397, 13.8878, -0.620826, 13.8878, 0.0723213, 13.8878, 0.0723213, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878
2245, -0.693146, -1.38629, 13.1224, -1.38629, -0.693146, -0.693146, -2.63906, -0.693146, -1.79176, 13.1224, 13.1224, -0.693146, -0.693146, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224, 13.1224
2246, -1.79176, -1.38629, -2.56495, -1.38629, -1.38629, -0.693146, 7.25e-07, 7.25e-07, 13.8155, -1.09861, 7.25e-07, 13.8155, 13.8155, 7.25e-07, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155, 13.8155
2247, -1.89712, -2.14843, -1.89712, -0.644356, -0.644356, -0.644356, -0.644356, 0.0487908, -1.04982, 0.0487908, 13.8643, 13.8643, 13.8643, 0.0487908, -0.644356, -0.644356, 13.8643, 13.8643, 0.0487908, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643
2248, 0.0192579, -0.961571, -2.27215, -2.82047, -1.71534, -0.348467, 0.424723, 0.830188, 0.607045, 1.11787, 0.830188, 2.21648, 2.21648, 1.52334, 16.032, 16.032, 16.032, 16.032, 16.032, 2.21648, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032, 16.032
2249, 12.8992, -2.30258, -2.0149, -2.0149, -2.0149, 12.8992, 12.8992, 12.8992, -0.916289, -0.916289, 12.8992, -0.916289, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992, 12.8992
2250, -0.524811, -1.37211, -1.37211, -1.50564, -2.51724, -1.82409, -1.03564, 0.573801, 0.573801, 0.573801, 0.573801, -0.524811, 14.3893, 0.573801, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893
2251, -1.71944, -2.06775, -2.00712, -1.71944, -1.18044, 0.765468, 0.072321, 0.072321, -0.84397, 0.072321, -0.333144, 14.581, 14.581, 0.765468, 0.072321, 0.072321, 0.072321, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581
2252, -2.10476, -1.52939, -1.63476, -1.27808, -1.27808, 0.66783, -0.941608, -0.718465, -1.89712, 14.4833, 14.4833, -0.0253175, 14.4833, 14.4833, 14.4833, 14.4833, -0.0253175, 14.4833, 14.4833, 0.66783, 0.66783, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833, 14.4833
2253, -1.72277, -2.72129, -0.875468, -0.875468, -1.72277, -0.470003, -0.470003, -0.470003, -0.470003, 14.0387, 14.0387, 0.223144, -0.470003, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387
2254, -1.83258, -1.60944, -0.223143, -2.0149, -1.32175, -1.60944, -0.91629, -0.91629, 13.5924, -1.32175, -0.223143, -0.223143, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924, 13.5924
2255, -1.49165, -1.08619, -2.00248, -1.49165, -1.77934, -1.77934, -0.393042, -0.393042, 13.4225, 13.4225, 13.4225, -0.393042, 13.4225, 13.4225, 13.4225, 13.4225, -0.393042, 13.4225, -0.393042, 13.4225, -0.393042, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225
2256, -1.81118, -1.03799, -2.01882, -1.54881, -2.24196, -0.855666, 0.0606249, -0.34484, 0.0606249, 0.753772, 0.0606249, 0.0606249, 14.5693, 14.5693, 14.5693, 14.5693, -0.34484, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693
2257, -1.13943, -1.83258, -0.628608, -1.72722, -1.92789, 0.470004, -1.32176, 0.470004, -0.91629, -1.72722, 0.470004, -0.223143, 0.470004, 0.470004, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855, 14.2855
2258, 12.6115, -2.59026, -2.81341, -1.20397, -1.20397, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, -1.20397, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115, 12.6115
2259, -1.6874, -2.02387, -0.771108, -0.0779608, -1.17657, -1.46426, 13.7375, -1.6874, -1.46426, -0.771108, -0.0779608, -0.0779608, -0.0779608, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, -0.0779608, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375, 13.7375
2260, -1.87514, -1.24653, -1.46968, -1.56499, -1.46968, 0.139762, -0.776529, -2.0003, -0.553385, 0.832909, -0.776529, 0.139762, 14.6484, 14.6484, 14.6484, 14.6484, 0.832909, 14.6484, 14.6484, 0.832909, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484
2261, -1.45752, -1.90381, -2.05223, -1.68067, -1.45752, -0.987518, 0.216455, 1.31507, -0.476692, -0.476692, 15.1306, 1.31507, 0.62192, -0.764375, 0.216455, 15.1306, 1.31507, 15.1306, 15.1306, 15.1306, 15.1306, 1.31507, 15.1306, 15.1306, 1.31507, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306, 15.1306
2262, -1.43176, -2.23026, -1.94258, -1.71944, -0.620826, -0.84397, -0.620826, 0.072321, -0.333144, 14.581, 0.072321, 0.765468, -0.84397, 0.765468, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 0.072321, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 0.765468, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581, 14.581
2263, -0.924134, -2.10279, -1.84042, -1.14728, -1.24259, -1.73506, -0.636452, -1.04192, -0.924134, -0.45413, 14.9708, 14.9708, 0.0566955, 14.9708, 1.15531, 14.9708, 14.9708, 1.15531, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 1.15531, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708, 14.9708
2264, -1.4618, -1.26113, -2.05964, -2.1994, -1.4618, -0.673344, -0.450201, -1.14335, -0.673344, 14.7516, 0.936094, 0.936094, 0.936094, 14.7516, 14.7516, 14.7516, 0.936094, 0.242946, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516, 14.7516
2265, -1.54881, -0.855664, -1.54881, -1.54881, 12.9598, -0.855664, -1.95428, -1.54881, -0.855664, 12.9598, 12.9598, -0.855664, -0.855664, 12.9598, -0.855664, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598
2266, 14.4171, -1.59564, -1.59564, -1.47786, -2.17101, -0.784714, -0.784714, -0.0915669, -0.497032, -0.784714, -0.784714, -0.784714, -0.0915669, 14.4171, 14.4171, -0.0915669, 14.4171, 14.4171, 0.60158, 14.4171, 14.4171, 0.60158, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171
2267, -1.28344, -1.57112, -1.88957, -1.28344, -1.6889, -1.6889, -0.59029, -0.184825, -0.59029, 1.20147, 0.508323, 1.20147, 0.508323, 1.20147, 0.508323, 0.102858, 15.017, -0.184825, 15.017, 1.20147, 0.508323, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017
2268, -1.55228, -1.11696, -1.7148, -1.7148, -0.664976, -1.49165, -0.798508, -1.11696, 0.587787, -0.510826, -0.328504, 0.587787, -0.10536, 0.587787, 1.28093, 1.28093, 1.28093, -0.10536, 1.28093, 15.0964, 0.587787, 1.28093, 15.0964, 1.28093, 15.0964, 15.0964, 15.0964, 1.28093, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964, 15.0964
2269, -0.0317485, -0.948039, -3.13409, -1.94129, -0.591364, -0.254892, -0.254892, 1.35455, 1.35455, 15.1701, 15.1701, 0.255934, 15.1701, 15.1701, 15.1701, 1.35455, 1.35455, 15.1701, 15.1701, 15.1701, 15.1701, 1.35455, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701, 15.1701
2270, -1.64478, -1.8899, -1.52699, -1.1523, -1.97328, -1.46246, -1.1523, 1.24559, 0.146982, 0.146982, 0.146982, 0.146982, 1.24559, 15.0611, 15.0611, 15.0611, 15.0611, 1.24559, 15.0611, 15.0611, 0.146982, 15.0611, 1.24559, 15.0611, 15.0611, 15.0611, 15.0611, 1.24559, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611, 15.0611
2271, -0.925953, -1.53906, -1.53906, -2.04988, -1.13359, -1.6191, -1.25137, -0.152763, -1.06905, -0.152763, 1.639, 0.94585, 0.252702, 15.4545, 1.639, 0.94585, 0.94585, 1.639, 15.4545, 1.639, 0.94585, 1.639, 1.639, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545, 15.4545
2272, -1.82716, -1.63611, -2.27519, -1.33072, -1.46426, -1.39972, -0.888892, -0.0779614, 1.30833, 1.30833, 15.1238, 1.30833, -0.301105, 15.1238, 1.30833, 15.1238, 15.1238, 15.1238, 15.1238, 1.30833, 1.30833, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 1.30833, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238
2273, -1.74297, -2.03065, -2.14843, -1.74297, -0.644356, -1.89712, 0.0487909, 13.8643, 0.0487909, 13.8643, 13.8643, 0.0487909, 13.8643, 13.8643, 0.0487909, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643
2274, -0.952658, -1.64581, -1.64581, -2.09779, -1.77934, -1.20397, -0.10536, -0.798507, -0.10536, -0.616186, 0.993252, 0.993252, 0.993252, 0.993252, 0.300105, 0.300105, 14.8088, 0.993252, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088
2275, -1.02629, -0.908508, -1.46812, -0.774977, -1.66228, -1.02629, -1.96456, -1.02629, -0.620826, 0.477786, 14.9864, 0.477786, 1.17093, 1.17093, -0.215361, -0.908508, -0.438505, 1.17093, 14.9864, 0.477786, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 1.17093, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864
2276, -0.620826, -2.04794, -1.77351, -1.22696, -1.53712, -1.46812, 0.477786, -0.620826, -0.438505, -0.438505, -0.908508, 0.477786, 1.17093, 0.477786, 1.17093, 0.477786, 1.17093, 14.9864, 1.17093, 1.17093, 1.17093, 14.9864, 14.9864, 1.17093, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864
2277, -1.60166, -1.53712, -1.66228, -2.00712, -1.31397, -1.39402, -0.620826, 0.0723208, 0.477786, 14.9864, 1.17093, -1.13165, 0.477786, 1.17093, 14.9864, 0.477786, 1.17093, 0.477786, 14.9864, 1.17093, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 1.17093, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864, 14.9864
2278, -2.51616, -1.74297, -1.56065, -1.74297, -0.644356, 0.0487909, -1.74297, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, -0.644356, 13.8643, 0.0487909, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643
2279, -1.19361, -1.41675, -2.20521, -1.75323, -1.06008, -1.59907, -1.41675, -0.212781, 14.7013, 0.885832, 0.885832, 14.7013, 14.7013, 0.885832, 14.7013, 0.885832, 14.7013, 14.7013, 0.192685, 0.192685, 14.7013, 14.7013, 0.192685, 14.7013, 14.7013, 0.885832, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013, 14.7013
2280, -0.718465, -1.77452, -1.03692, -2.3279, -1.34707, -1.63476, -0.941608, -0.430783, 0.262364, 0.262364, 0.66783, 1.36098, 0.66783, 0.262364, 0.66783, 0.262364, 15.1765, 15.1765, 15.1765, 0.66783, 15.1765, 15.1765, 0.66783, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765
2281, -1.47224, -1.93486, -2.00632, -1.73007, -1.63476, -1.20397, -0.248461, 0.262364, -0.584933, -0.248461, -0.248461, 1.36098, 0.66783, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765, 15.1765
2282, -1.6874, -1.46426, -1.86972, -0.771108, -2.27519, -0.771108, -0.483426, -1.33072, -0.771108, 0.615186, 0.615186, 14.4307, 0.615186, 0.615186, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307, 14.4307
2283, -1.62746, -0.780158, -1.87877, -1.69645, -1.29098, -1.06784, -1.55335, -1.06784, -0.597837, -0.374693, -0.597837, 0.318454, 1.0116, 1.0116, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271, 14.8271
2284, -1.19567, -2.09176, -2.29429, -1.14438, -0.684848, -0.97253, -1.19567, -0.502527, -0.502527, -0.397166, 0.701446, 0.701446, 15.6156, 0.413764, 15.6156, 1.10691, 0.413764, 15.6156, 1.80006, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156
2285, -2.33895, -1.77934, -2.00248, -1.49165, -1.77934, -0.393041, -1.08619, -0.393041, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225, 13.4225
2286, -1.9231, -1.66073, -1.66073, -1.43759, -1.30406, -1.43759, -0.967584, -0.74444, -0.967584, -0.456758, 14.4574, -0.0512929, 14.4574, 14.4574, 0.641854, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574, 14.4574
2287, -1.04982, -1.29098, -1.42452, -1.82998, -1.04982, 0.249461, -1.74297, -1.21688, -0.731368, -0.443686, -1.13683, -0.849151, 0.654926, 15.1636, 15.1636, 0.654926, 1.34807, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636
2288, -1.73484, -1.39837, -1.58069, -1.27053, -1.43759, -1.06986, -0.95208, -1.06986, -0.482076, -0.74444, -0.376716, 0.211071, 0.0287495, 1.82051, -0.258933, 0.434215, 15.636, 15.636, 15.636, 1.82051, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636, 15.636
2289, -1.8765, -1.58882, -1.58882, -1.8765, -1.99428, -0.490206, 0.202941, 14.0185, -0.895671, 14.0185, 0.202941, 0.202941, 0.202941, 14.0185, -0.490206, 14.0185, 14.0185, 14.0185, 0.202941, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185, 14.0185
