AA-Triplet, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
4042, -1.80893, -1.32608, -1.51413, -1.5697, -0.954512, -1.48514, -0.849151, -0.731368, -1.17766, -0.356675, -0.0382212, 0.431782, 0.654926, 1.34807, 0.942608, 0.942608, 0.249461, 1.34807, 2.04122, 2.04122, 15.8567, 2.04122, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567, 15.8567
4043, -1.38916, -1.235, -1.74583, -2.61293, -1.0919, -0.541858, -0.724179, 0.086751, -0.031032, 0.556755, -0.031032, 0.220282, 0.556755, 1.06758, 0.556755, 1.47305, 2.16619, 2.16619, 2.16619, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817
4044, -1.48895, -1.33072, -1.55957, -1.60402, -1.20936, -1.10758, -1.48895, -1.14267, -0.60859, -0.173272, -0.340326, -0.483427, 0.278713, 0.838329, 0.838329, 1.12601, 16.0401, 2.22462, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401, 16.0401
4045, -2.06897, -1.60944, -1.20397, -0.91629, -0.733969, 0.182322, -1.07044, -1.42712, -1.42712, 0.875469, -0.91629, 0.182322, 0.875469, 0.875469, -0.510825, 0.182322, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691, 14.691
4046, -1.4394, -1.53784, -1.3302, -1.78568, -1.65563, -1.16315, -1.01655, -0.905322, -0.711166, 0.136132, 0.829279, -0.374693, 0.136132, 0.136132, 1.92789, 0.829279, 1.23474, 1.92789, 1.92789, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434, 15.7434
4047, -1.79176, -1.59263, -1.76359, -1.46634, -0.980829, -1.25276, -1.12601, -1.04145, -0.81093, -0.510826, 0.0870114, 0.875469, 0.405465, 1.09861, 1.09861, 2.48491, 2.48491, 16.3004, 16.3004, 2.48491, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004, 16.3004
4048, -1.46074, -1.54412, -1.72644, -1.60239, -1.03329, -1.03329, -1.24301, -0.576534, -0.271153, -0.271153, -0.927932, -0.117002, 0.17068, 0.17068, 0.421994, 1.26929, 1.26929, 16.1834, 16.1834, 16.1834, 16.1834, 1.67476, 16.1834, 1.67476, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834, 16.1834
4049, -1.70475, -1.55814, -1.32176, -1.25276, -1.38629, -1.09861, -1.79176, -0.916291, -1.09861, 0.287682, 15.2018, 1.4375e-07, 0.287682, 0.693147, 1.38629, 1.38629, 1.38629, 1.38629, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018, 15.2018
4050, -1.62202, -1.71733, -1.69434, -1.5967, -1.62202, -1.33433, -0.572195, -0.641187, -0.331032, -0.0125787, -0.0125787, 0.120953, 0.680568, 0.120953, 2.06686, 0.968251, 2.06686, 2.06686, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824
4051, -1.78464, -1.40735, -1.34281, -1.59659, -1.32034, -1.11967, -1.03265, -1.00188, -1.14706, -0.970134, 0.161268, 0.517943, 1.07756, 0.672094, 1.36524, 1.77071, 16.2794, 1.77071, 2.46385, 16.2794, 16.2794, 2.46385, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794
4052, -1.47591, -1.67843, -1.62714, -1.41273, -1.22167, -1.24765, -1.45529, -0.985284, -0.76214, -0.292136, 0.113329, 0.113329, 0.0180186, 1.3173, 0.470004, 16.2314, 2.41591, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314, 16.2314
4053, -1.21234, -0.855666, -1.39466, -0.989197, -0.519194, -0.989197, -0.519194, -1.21234, -1.61781, -0.701515, -0.855666, -1.39466, -1.30765, 0.397097, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 1.09024, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058, 14.9058
4054, -1.12027, -1.57226, -1.29463, -1.57226, -0.783801, -0.966123, -0.272976, 1.2311, -0.473647, -1.54149, -1.94695, -1.02019, 0.314811, 1.92425, 1.92425, 15.7398, 15.7398, 1.92425, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398, 15.7398
4055, -1.47828, -1.27761, -1.76596, -1.31397, -1.93301, -1.34906, -0.977501, -0.926208, -0.379664, -0.0612107, 0.919619, 0.631937, 0.226471, -0.0612107, -0.0612107, 2.01823, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337, 15.8337
4056, -1.59968, -1.79499, -1.71091, -1.2232, -1.53906, -1.38143, -1.10184, -0.886732, -0.152763, 0.386234, -0.440445, 0.386234, 1.639, 2.33214, 2.33214, 0.94585, 0.94585, 1.23353, 2.33214, 16.1477, 2.33214, 1.639, 2.33214, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477, 16.1477
4057, -1.59501, -1.618, -1.64047, -1.57148, -1.235, -1.12964, -1.36017, -1.01186, -0.541858, -0.541858, 0.086751, 0.220282, 0.779898, 1.47305, 1.06758, 0.779898, 2.16619, 15.9817, 2.16619, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817, 15.9817
4058, -2.07944, -0.330241, -1.93968, -1.34184, -1.652, -1.42885, -1.583, -0.553385, 0.362906, 1.05605, -0.330241, 0.362906, 1.05605, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 1.05605, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716
4059, -1.50766, -1.29635, -1.83043, -1.68201, -1.23572, -1.29635, -1.02808, 0.150573, -0.660357, -0.660357, 0.438255, -0.254892, 1.53687, 0.84372, 1.53687, 1.53687, 0.84372, 15.3524, 0.438255, 1.53687, 15.3524, 0.84372, 0.150573, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524, 15.3524
4060, -1.5053, -1.70375, -1.64187, -1.34707, -1.5294, -1.22571, -1.0106, -1.19292, -0.969779, 0.0110499, 0.0110499, 1.10966, 0.128833, 1.10966, 2.20827, 1.10966, 2.20827, 2.20827, 16.0238, 2.20827, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238, 16.0238
4061, -1.29098, -2.14946, -2.32381, -1.72233, -1.05084, -0.734173, -0.60901, -0.540017, 0.425063, 0.425063, 1.11821, 0.632703, 1.25174, 1.81136, 1.40589, 1.81136, 1.81136, 2.50451, 3.19765, 2.09904, 17.0132, 3.19765, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132, 17.0132
4062, -1.65495, -1.5664, -1.86787, -1.50924, -1.26629, -1.31508, -1.0114, -0.410625, -0.909617, -0.521851, -0.350001, 1.03629, 0.476678, 1.03629, 1.32398, 16.2381, 16.2381, 1.72944, 2.42259, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381
4063, -1.65596, -1.28621, -1.45529, -1.54044, -1.25954, -1.49877, -0.739667, -1.08261, -1.04982, -0.826679, -0.213574, 0.405465, 0.154151, 0.741937, 1.65823, 0.965081, 16.1669, 16.1669, 2.35138, 16.1669, 16.1669, 2.35138, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669, 16.1669
4064, -1.92122, -1.81152, -1.70455, -1.24097, -1.68829, -0.978609, -0.835509, -0.216469, -0.621935, -0.0623187, -0.0623187, 0.630828, 0.476678, 0.343146, 2.42259, 16.2381, 1.72944, 16.2381, 2.42259, 1.72944, 16.2381, 2.42259, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381, 16.2381
4065, -1.82813, -1.89712, -1.96166, -1.38629, -0.980829, -0.980829, -0.980829, -0.287682, -0.980829, 0.117783, -0.575364, 14.6264, 14.6264, 0.810931, 14.6264, 14.6264, 0.117783, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264
4066, -1.52802, -1.37387, -1.72218, -1.85938, -1.19155, -1.41469, -0.393042, -0.903868, -0.275259, -0.593713, -0.141728, 0.194744, -0.498403, 1.11103, 1.11103, 1.11103, 1.80418, 15.6197, 1.80418, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197, 15.6197
4067, -1.79616, -1.9297, -1.61604, -1.56197, -1.17713, -1.04651, -0.998877, -0.581142, -0.922891, 0.149745, 0.149745, 0.635253, 0.0756375, 0.768785, 0.922935, 2.71469, 2.71469, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302, 16.5302
4068, -1.43817, -1.48118, -1.50202, -1.21777, -1.20397, -1.28402, -1.60944, -1.18999, -1.20397, -0.259511, -0.185403, 0.587787, 0.364643, 0.770108, 0.875469, 1.6864, 3.07269, 16.8882, 16.8882, 3.07269, 16.8882, 3.07269, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882
4069, -1.80319, -1.54536, -1.54536, -1.19705, -1.19705, -1.8902, -1.11004, -1.11004, 0.189242, -0.0984399, 0.189242, 0.189242, 1.28785, 1.28785, 1.28785, 1.28785, 15.1034, 15.1034, 0.594707, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034, 15.1034
4070, -1.82661, -1.52513, -1.89286, -1.44817, -1.48739, -1.32034, -0.937344, -0.868351, -0.671641, -0.175204, 0.854415, 1.07756, 1.77071, 0.517943, 1.77071, 2.46385, 2.46385, 2.46385, 2.46385, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794, 16.2794
4071, -1.76662, -1.65111, -1.65111, -1.67131, -1.34281, -0.803813, -1.01739, -0.46734, -0.779715, -0.46734, 0.0434851, -0.110666, 0.736632, 0.854415, 1.54756, 0.987947, 1.1421, 2.24071, 2.93386, 1.83524, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494, 16.7494
4072, -1.31508, -1.3616, -1.52866, -1.38407, -1.5938, -1.81874, -1.68006, -1.22807, -0.103141, 0.171296, 0.71784, 1.32398, 0.630828, 1.32398, 1.32398, 3.11574, 16.9312, 16.9312, 3.11574, 3.11574, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312, 16.9312
4073, -1.83258, -1.72722, -1.60944, -1.83258, -1.5449, -0.628608, -0.223143, -0.446287, -1.4018, 0.0645387, -0.223143, 1.16315, 0.470004, 1.16315, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787
4074, -1.86672, -1.48866, -1.5413, -1.43309, -1.6844, -1.17358, -0.873471, -1.24503, -0.362645, -0.275634, -0.275634, 0.330502, 1.42911, 1.42911, 15.9378, 15.9378, 15.9378, 2.12226, 2.12226, 15.9378, 1.42911, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378, 15.9378
4075, -1.88082, -1.74528, -1.82283, -1.67858, -1.48934, -1.48934, -0.796196, 0.184634, 0.590099, 0.0792732, -0.103048, 0.590099, 0.77242, 1.68871, 1.68871, 2.38186, 1.68871, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974, 16.1974
4076, -1.57785, -1.52228, -1.53646, -1.46344, -1.08044, -1.01145, -0.987355, -0.70777, -0.641078, -0.269515, -0.857301, -0.605987, -0.218221, -0.218221, 0.646776, 1.33992, 1.62761, 2.03307, 2.72622, 2.72622, 2.72622, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417, 16.5417
4077, -1.40998, -1.45165, -1.80832, -1.58518, -1.11518, -1.17075, -0.961027, -1.02557, -0.961027, -0.817926, -0.555561, 0.242946, 0.360729, 16.2557, 1.34156, 2.44017, 1.74702, 1.05388, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557, 16.2557
4078, -1.79176, -1.84583, -1.89712, -1.7346, -1.20397, -0.847298, -0.847298, -0.847298, -0.980829, 2.25e-07, 0.405465, 14.9141, 1.09861, 14.9141, 1.09861, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141, 14.9141
4079, -1.48913, -1.55509, -1.41852, -1.53358, -1.87933, -1.69393, -1.00078, 0.685619, -0.412993, -0.595315, 0.503297, 0.0978323, 0.685619, 0.215615, 0.908763, 1.60191, 2.29506, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106, 16.1106
4080, -1.72012, -1.79107, -1.72012, -1.61149, -1.43244, -1.30728, -0.966351, -0.636109, -0.496348, -0.445054, 0.0144781, 0.419943, 1.80624, 16.3149, 16.3149, 2.49938, 16.3149, 2.49938, 2.49938, 16.3149, 16.3149, 1.80624, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149, 16.3149
4081, -2.80714, -2.44777, -1.60944, -1.32176, -0.628608, 14.9787, 1.16315, 1.16315, 14.9787, 1.16315, 1.16315, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787, 14.9787
4082, -2.68264, -2.48848, -1.23572, -1.45886, -0.542574, -0.254892, 0.84372, -0.254892, 14.6592, 0.84372, 14.6592, 14.6592, 14.6592, 14.6592, 0.84372, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592, 14.6592
4083, -2.63283, -2.03499, -1.93968, -1.71654, -0.735707, 0.362906, -0.330241, 0.362906, 0.362906, 14.8716, 1.05605, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716, 14.8716
4084, -2.6636, -2.25813, -1.73204, -1.24653, -0.776528, 0.139762, 14.6484, 0.832909, 14.6484, -0.265703, -0.553385, 14.6484, 14.6484, 14.6484, 0.832909, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484
4085, -2.23026, -2.63573, -1.31397, -1.31397, -1.87359, 0.0723214, 13.8878, 13.8878, -0.620826, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878, 13.8878
4086, -2.42519, -2.69345, -1.36432, -1.113, -0.553385, 0.139762, -0.265703, -0.553385, 14.6484, 14.6484, 0.832909, 14.6484, 0.832909, 0.832909, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484, 14.6484
4087, -2.84158, -1.98809, -1.3375, -1.68581, -0.932039, -0.238892, -0.238892, 14.9629, 1.1474, 14.9629, 1.1474, 14.9629, 1.1474, 14.9629, 14.9629, 1.1474, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629, 14.9629
4088, -2.49749, -2.41047, -1.62202, -1.33433, -1.33433, -0.705726, 0.275103, 1.37372, 1.37372, 1.37372, 1.37372, 1.37372, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892, 15.1892
4089, -2.3896, -2.3896, -2.3896, -0.885518, -0.885518, -0.192371, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, -0.192371, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231, 13.6231
4090, -2.99573, -1.93102, -1.93102, -1.23787, 0.371564, -0.321583, 14.1871, 0.371564, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871
4091, -2.7692, -2.42934, -1.08956, -1.46426, -0.301105, 0.615186, 1.30833, -0.301105, 15.1238, 0.615186, 0.615186, 15.1238, 15.1238, 0.615186, 15.1238, 1.30833, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238
4092, -2.80963, -2.16093, -1.59039, -1.22266, -0.124052, -1.32803, 0.281413, 0.97456, 0.97456, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901, 14.7901
4093, -2.95491, -2.41591, -1.8563, 13.3455, -0.470002, 13.3455, 13.3455, -0.470002, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455, 13.3455
4094, -2.87795, -2.25379, -1.84833, 0.454256, -0.238891, 14.2698, 0.454256, 14.2698, -0.238891, 14.2698, -0.238891, 14.2698, 14.2698, 0.454256, 0.454256, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698, 14.2698
4095, -2.19177, -2.67728, -2.30955, -0.671945, -1.02862, 1.27397, 15.0895, 0.175353, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 0.580818, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895, 15.0895
4096, -2.5621, -2.79094, -1.40464, -1.08619, -0.393042, -0.616186, 0.993252, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088, 14.8088
4097, -2.72946, -2.20727, -1.82998, -1.74297, -0.443686, 1.34807, 0.249461, 0.654926, 15.1636, 1.34807, 15.1636, 15.1636, 15.1636, 1.34807, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636, 15.1636
