AA, SS, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
14, 3, -2.25242, -1.41728, -1.24638, -0.957499, -0.827379, -0.603895, -0.547839, -0.536969, -0.453429, -0.285654, -0.117748, 0.0122278, 0.229866, 0.2417, 0.395851, 0.405154, 0.572633, 0.903595, 1.04374, 0.895932, 1.15601, 1.26027, 1.40168, 1.50845, 1.62799, 1.66026, 1.61225, 1.81989, 1.96447, 1.85911, 2.05756, 2.10757, 2.24477, 2.21578, 2.82669, 2.30539, 2.59308, 2.51303, 3.20618, 2.05756
15, 1, -1.78375, -0.5869, -0.297065, -0.318388, -0.21162, -0.270863, -0.270863, -0.206914, -0.322598, -0.492235, -0.952886, -0.56406, -0.495775, -0.422482, -0.477949, -0.73365, -0.634153, -0.383717, -0.593331, -0.481539, -0.128442, 0.132393, 0.215198, 1.29952, 1.62331, 2.66477, 3.54023, 3.20376, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652, 18.9652
15, 2, -2.4244, -1.02792, -0.722543, -0.501382, -0.491432, -0.305102, -0.418861, -0.162928, -0.374898, -0.340609, -0.280711, -0.471229, -0.45061, -0.363598, -0.292981, -0.374898, 0.0883869, 0.143447, 0.352538, 0.352538, 0.53022, 0.746443, 1.34115, 1.47468, 2.32198, 2.72744, 17.9292, 17.9292, 4.11374, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292, 17.9292
15, 3, -1.62782, -0.66783, -0.654037, -0.424229, -0.469539, -0.473163, -0.421184, -0.405049, -0.504505, -0.540322, -0.59175, -0.486818, -0.445282, -0.404274, -0.363936, -0.441555, -0.321903, -0.192691, -0.192691, -0.206012, -0.0673365, 0.105261, 0.176098, 0.228705, 0.352895, 0.946983, 1.21295, 1.37823, 2.22552, 3.53925, 5.65951, 20.5736, 20.5736, 20.5736, 20.5736, 20.5736, 20.5736, 20.5736, 20.5736, 20.5736
16, 1, -2.23926, -0.964646, -0.60431, -0.489513, -0.367921, -0.263682, -0.322459, -0.37597, -0.473282, -0.548558, -0.505485, -0.347512, -0.405587, -0.467812, -0.816226, -0.550243, -0.458629, -0.0849419, 0.0840639, 0.268292, 0.649251, 1.11814, 1.88539, 3.27169, 3.63941, 5.14349, 4.2272, 5.83664, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521, 19.6521
16, 2, -2.57572, -1.10689, -0.867383, -0.70467, -0.608971, -0.507875, -0.542722, -0.505508, -0.5786, -0.547277, -0.3298, -0.547277, -0.298233, -0.324134, 0.00610779, 0.496072, 0.803299, 1.10868, 1.24904, 1.98415, 2.20729, 2.90044, 2.76691, 3.23691, 2.76691, 3.74774, 3.93006, 4.44088, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355, 19.355
16, 3, -1.82285, -0.755907, -0.645628, -0.669132, -0.601757, -0.426681, -0.526249, -0.668565, -0.692096, -0.623933, -0.55142, -0.443151, -0.404044, -0.324125, -0.329709, -0.245082, -0.13248, -0.129569, -0.0909309, -0.0262577, 0.0877609, 0.245743, 0.515205, 0.722275, 0.96323, 1.21953, 1.78289, 2.67964, 4.09872, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223, 20.6223
17, 1, -2.31941, -0.767192, -0.476766, -0.398706, -0.602253, -0.331126, -0.322616, -0.584322, -0.561027, -0.648038, -0.376683, -0.212018, -0.178034, -0.163109, -0.0876504, -0.197595, -0.376683, -0.178034, 0.00576967, 0.253699, 0.610917, 0.750679, 1.04673, 0.719907, 0.459877, 1.73151, 3.62863, 3.87994, 4.72724, 5.82585, 19.6414, 19.6414, 19.6414, 19.6414, 19.6414, 19.6414, 19.6414, 19.6414, 19.6414, 19.6414
17, 2, -2.36618, -0.989928, -0.772016, -0.588451, -0.698576, -0.601794, -0.693214, -0.592919, -0.398338, -0.430312, -0.338841, -0.335002, -0.311655, -0.372742, -0.242381, -0.244488, -0.0850604, 0.110684, 0.489481, 0.93522, 1.40797, 1.80795, 2.02701, 2.42232, 3.27977, 2.58662, 3.7216, 3.08561, 3.61624, 4.53253, 5.22568, 19.7343, 19.7343, 19.7343, 19.7343, 19.7343, 19.7343, 19.7343, 19.7343, 19.7343
17, 3, -1.59722, -0.886785, -0.651272, -0.404702, -0.473571, -0.572254, -0.492407, -0.415751, -0.393528, -0.548481, -0.329738, -0.440176, -0.529047, -0.684715, -0.535567, -0.4348, -0.312627, -0.172256, -0.105846, 0.109215, 0.294017, 0.118547, 0.153526, 0.479696, 0.680117, 0.827442, 1.19552, 1.54958, 1.60328, 2.05823, 2.86644, 2.75137, 4.18212, 20.3955, 20.3955, 20.3955, 20.3955, 20.3955, 20.3955, 20.3955
18, 1, -2.30308, -1.27567, -1.26097, -1.51187, -0.768491, -0.458336, -0.59702, -0.441669, -0.184334, -0.635825, -0.656374, 0.0401687, 0.541965, 0.740142, 0.782106, 0.970158, 1.1594, 1.02327, 1.39302, 1.39302, 1.53409, 1.44708, 1.81173, 1.6294, 2.19739, 1.93956, 2.39154, 2.39154, 2.14023, 2.54569, 2.39154, 2.19739, 2.95116, 3.42116, 4.33745, 3.08469, 3.42116, 2.95116, 3.23884, 1.2694
18, 2, -2.51133, -1.19316, -1.11333, -0.627132, -0.769632, -0.41184, -0.428461, -0.400604, -0.336442, -0.3304, -0.173214, 0.190578, 0.0393472, 0.160425, 0.381097, 0.444812, 0.664672, 0.925398, 0.485086, 0.211197, 0.632411, 1.27904, 1.11198, 1.59749, 1.73102, 2.0675, 2.37765, 2.0675, 2.2106, 2.47296, 2.0675, 2.47296, 4.0824, 4.77555, 3.16611, 3.38925, 3.67693, 4.77555, 4.0824, 2.6961
18, 3, -1.84244, -1.01758, -0.983009, -0.842996, -0.71029, -0.720142, -0.587544, -0.713585, -0.893711, -0.606029, -0.216913, -0.353143, -0.120521, -0.0269951, 0.284944, 0.312095, 0.293913, 0.330614, 0.439095, 0.925905, 1.07162, 0.960392, 0.909098, 0.740763, 1.33988, 1.07162, 1.26577, 1.47708, 1.67124, 1.41992, 1.78457, 1.86795, 1.50694, 2.059, 2.059, 2.43849, 2.17023, 2.36439, 2.70086, 0.514806
19, 1, -2.25494, -1.17471, -0.860079, -0.730815, -0.645506, -0.613458, -0.837368, -0.64736, -0.435724, -0.255688, -0.244669, -0.493518, -0.314215, 0.0384073, 0.361006, 0.613771, 0.667476, 0.75386, 0.792179, 1.11161, 1.01924, 0.925711, 1.03904, 1.11161, 0.934679, 0.98077, 1.23749, 2.00662, 1.79406, 1.69297, 1.71238, 2.59969, 2.93616, 2.69977, 2.75384, 2.75384, 2.93616, 2.38611, 3.6983, 2.64848
19, 2, -2.33742, -1.18138, -0.939158, -0.893696, -0.773002, -0.905257, -0.945312, -0.687844, -0.331169, -0.335694, -0.142021, 0.0213037, 0.0914493, 0.319797, 0.454571, 0.420338, 0.645888, 0.682702, 0.852601, 0.823402, 1.08505, 1.32706, 1.35116, 1.68034, 1.38843, 1.58349, 1.73252, 2.069, 2.14696, 2.35668, 2.32389, 3.04983, 2.98529, 2.81344, 3.35998, 4.14844, 4.14844, 3.96612, 3.81197, 2.92466
19, 3, -1.53722, -0.861165, -0.738983, -0.802581, -1.03212, -0.719646, -0.730742, -0.638324, -0.536487, -0.49894, -0.428704, -0.262667, -0.120921, -0.0223058, -0.222212, -0.301549, 0.17185, 0.362369, 0.318096, 0.333969, 0.645944, 0.645944, 0.824992, 0.812005, 0.755564, 0.805574, 1.11923, 1.06794, 1.12804, 1.41278, 1.24031, 1.4734, 1.66578, 1.60693, 1.90419, 2.21784, 2.16655, 3.29048, 2.45423, 0.885617
20, 1, -2.99559, -1.45801, -0.716244, -0.427331, -0.366399, -0.640574, -0.402392, -0.0156894, 0.224797, 0.402872, 0.397238, 0.79153, 0.93945, 1.0199, 0.954049, 0.795706, 1.01467, 0.825432, 0.812584, 1.09602, 1.6872, 2.36015, 2.38035, 2.93996, 3.13667, 3.43896, 6.27217, 4.88587, 6.27217, 6.27217, 6.27217, 20.0877, 20.0877, 20.0877, 20.0877, 20.0877, 20.0877, 20.0877, 20.0877, 20.0877
20, 2, -3.12356, -1.19554, -0.794041, -0.535293, -0.29089, -0.137083, -0.115158, 0.0785583, 0.281723, 0.347973, 0.444458, 0.610533, 0.59789, 0.681709, 0.963942, 1.06689, 1.16381, 1.40256, 1.85695, 2.22763, 2.5068, 3.05798, 3.21705, 3.36547, 3.69397, 4.18645, 4.63843, 4.9749, 5.48573, 5.8912, 20.3999, 6.58434, 20.3999, 20.3999, 20.3999, 20.3999, 20.3999, 20.3999, 20.3999, 20.3999
20, 3, -2.23158, -1.29154, -1.044, -0.967213, -0.799989, -0.588157, -0.603134, -0.508229, -0.246459, -0.209089, -0.259882, -0.140669, -0.209089, -0.116781, 0.0819382, 0.109114, 0.372305, 0.316541, 0.435172, 0.569795, 0.827367, 1.09824, 1.23283, 1.42881, 1.44964, 1.3884, 2.1117, 1.90917, 2.63622, 2.67131, 2.86802, 3.51861, 4.39408, 19.819, 19.819, 19.819, 19.819, 19.819, 19.819, 19.819
